Year,Month,Day,Hour,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2014,9,7,8,0,0,0,0,0,0,Overlapping,18,109.24,0.136,2.9,100,18,1000
2014,9,7,9,0,0,0,0,0,0,Cirrus,18,98.96,0.136,2.9,100,18,1010
2014,9,7,10,3.851851852,21.74074074,4.666666667,3.851851852,21.74074074,4.666666667,Cirrus,17,88.08,0.136,3,98.51,18,1010
2014,9,7,11,82,136,113,64,452,166,Super-Cooled Water,17,76.98,0.136,3.1,96.26,18,1010
2014,9,7,12,80,695,363,80,695,363,Clear,16,66.02,0.136,2.9,84.03,19,1010
2014,9,7,13,82,836,554,82,836,554,Clear,14,55.62,0.136,2.5,65.59,21,1010
2014,9,7,14,84,906,709,84,906,709,Clear,12,46.43,0.136,2.3,55.69,22,1010
2014,9,7,15,85,939,810,85,939,810,Clear,12,39.5,0.136,2.1,53.17,22,1010
2014,9,7,16,86,949,852,86,949,852,Clear,11,36.29,0.136,2,49.02,23,1010
2014,9,7,17,86,944,832,86,944,832,Clear,11,37.79,0.136,1.8,48.36,23,1010
2014,9,7,18,85,920,753,85,920,753,Clear,11,43.51,0.136,1.6,48.16,23,1010
2014,9,7,19,79,880,621,79,880,621,Clear,11,52.01,0.136,1.5,48.4,23,1010
2014,9,7,20,70,809,450,70,809,450,Clear,11,62.06,0.136,1.4,52.11,22,1010
2014,9,7,21,56,679,256,56,679,256,Clear,12,72.89,0.136,1.3,56.96,21,1010
2014,9,7,22,29,387,70,29,387,70,Clear,13,84,0.136,1.5,70.84,19,1010
2014,9,7,23,0,0,0,0,0,0,Clear,13,95.03,0.136,1.6,76.3,18,1010
2014,9,8,0,0,0,0,0,0,0,Clear,14,105.62,0.136,1.5,84.13,17,1010
2014,9,8,1,0,0,0,0,0,0,Clear,14,115.33,0.136,1.4,87.38,17,1010
2014,9,8,2,0,0,0,0,0,0,Clear,15,123.55,0.136,1.4,90.18,17,1010
2014,9,8,3,0,0,0,0,0,0,Clear,15,129.44,0.136,1.4,91.05,17,1010
2014,9,8,4,0,0,0,0,0,0,Clear,15,132.06,0.136,1.4,96.95,16,1010
2014,9,8,5,0,0,0,0,0,0,Clear,15,130.87,0.136,1.6,97.14,16,1010
2014,9,8,6,0,0,0,0,0,0,Clear,15,126.13,0.136,1.9,100,15,1010
2014,9,8,7,0,0,0,0,0,0,Probably Clear,15,118.69,0.136,2.3,100,15,1010
2014,9,8,8,0,0,0,0,0,0,Probably Clear,15,109.47,0.136,2.6,100,15,1020
2014,9,8,9,0,0,0,0,0,0,Probably Clear,15,99.16,0.136,2.7,98.4,16,1020
2014,9,8,10,13,135,17,13,135,17,Clear,15,88.27,0.136,2.8,98.34,16,1020
2014,9,8,11,52,563,177,52,563,177,Clear,15,77.17,0.136,3,86.57,18,1020
2014,9,8,12,70,745,371,70,745,371,Clear,14,66.22,0.136,3.2,76.17,19,1020
2014,9,8,13,83,835,551,83,835,551,Clear,13,55.84,0.136,3.1,65.38,20,1020
2014,9,8,14,91,884,698,91,884,698,Clear,12,46.69,0.136,3,58.56,21,1020
2014,9,8,15,94,914,796,94,914,796,Clear,12,39.83,0.136,2.9,53.2,22,1020
2014,9,8,16,98,921,837,98,921,837,Clear,11,36.66,0.136,2.9,54.78,21,1020
2014,9,8,17,275,528,690,96,919,818,Cirrus,11,38.18,0.136,2.9,52.88,21,1020
2014,9,8,18,267,462,600,92,901,741,Overlapping,10,43.88,0.136,2.9,51.2,21,1020
2014,9,8,19,224,436,490,84,864,612,Cirrus,10,52.35,0.136,2.9,52.77,20,1020
2014,9,8,20,195,109,246,73,796,443,Opaque Ice,9,62.39,0.136,2.8,54.97,19,1020
2014,9,8,21,110,138,150,57,667,250,Cirrus,9,73.2,0.136,2.7,58.35,18,1020
2014,9,8,22,16.6,150.55,30.9,16.6,150.55,30.9,Cirrus,10,84.31,0.136,2.6,63.79,17,1020
2014,9,8,23,0,0,0,0,0,0,Opaque Ice,10,95.35,0.136,2.6,71.95,16,1020
2014,9,9,0,0,0,0,0,0,0,Cirrus,11,105.95,0.136,2.7,74.89,16,1020
2014,9,9,1,0,0,0,0,0,0,Cirrus,11,115.68,0.136,2.7,81.73,15,1020
2014,9,9,2,0,0,0,0,0,0,Cirrus,12,123.92,0.136,2.8,83.04,15,1020
2014,9,9,3,0,0,0,0,0,0,Cirrus,12,129.83,0.136,2.9,83.4,15,1020
2014,9,9,4,0,0,0,0,0,0,Super-Cooled Water,11,132.44,0.136,2.9,81.87,15,1020
2014,9,9,5,0,0,0,0,0,0,Super-Cooled Water,11,131.22,0.136,2.8,81.43,15,1020
2014,9,9,6,0,0,0,0,0,0,Super-Cooled Water,11,126.44,0.136,2.8,81.86,15,1020
2014,9,9,7,0,0,0,0,0,0,Super-Cooled Water,12,118.95,0.136,2.8,82.73,15,1020
2014,9,9,8,0,0,0,0,0,0,Super-Cooled Water,12,109.7,0.136,2.8,83.94,15,1020
2014,9,9,9,0,0,0,0,0,0,Clear,12,99.37,0.136,2.8,85.2,15,1020
2014,9,9,10,13,87,15,13,87,15,Clear,12,88.46,0.136,2.8,81.29,16,1020
2014,9,9,11,57,518,170,57,518,170,Clear,13,77.36,0.136,2.9,77.34,17,1020
2014,9,9,12,82,695,360,82,695,360,Clear,12,66.42,0.136,2.9,69.7,18,1020
2014,9,9,13,215,366,420,99,782,536,Overlapping,12,56.07,0.136,2.9,64.31,19,1020
2014,9,9,14,219,539,587,111,830,678,Overlapping,11,46.96,0.136,3,59.85,20,1020
2014,9,9,15,264,525,666,117,858,773,Cirrus,11,40.15,0.136,3,59.53,20,1020
2014,9,9,16,360,328,622,123,859,810,Cirrus,11,37.03,0.136,3,56.15,21,1020
2014,9,9,17,323,408,642,125,847,788,Cirrus,12,38.57,0.136,2.9,56.5,21,1020
2014,9,9,18,325,269,519,126,811,708,Cirrus,12,44.25,0.136,2.9,60.42,20,1020
2014,9,9,19,259,284,431,118,759,579,Cirrus,12,52.7,0.136,2.8,61.04,20,1020
2014,9,9,20,182,265,304,104,671,411,Cirrus,12,62.72,0.136,2.8,65.96,19,1020
2014,9,9,21,107,165,154,79,515,225,Cirrus,12,73.52,0.136,2.7,71.68,18,1010
2014,9,9,22,16.6,150.55,30.9,16.6,150.55,30.9,Cirrus,13,84.63,0.136,2.6,78.72,17,1010
2014,9,9,23,0,0,0,0,0,0,Cirrus,13,95.67,0.136,2.5,82.06,17,1010
2014,9,10,0,0,0,0,0,0,0,Cirrus,14,106.28,0.136,2.4,90.32,16,1010
2014,9,10,1,0,0,0,0,0,0,Cirrus,14,116.03,0.136,2.2,92.7,16,1010
2014,9,10,2,0,0,0,0,0,0,Cirrus,15,124.3,0.136,2.1,94.6,16,1010
2014,9,10,3,0,0,0,0,0,0,Clear,15,130.21,0.136,2.1,95.87,16,1010
2014,9,10,4,0,0,0,0,0,0,Probably Clear,15,132.83,0.136,2.1,96.6,16,1010
2014,9,10,5,0,0,0,0,0,0,Clear,15,131.57,0.136,2.2,97.44,16,1010
2014,9,10,6,0,0,0,0,0,0,Probably Clear,15,126.74,0.136,2.3,98.43,16,1010
2014,9,10,7,0,0,0,0,0,0,Probably Clear,15,119.21,0.136,2.3,99.35,16,1010
2014,9,10,8,0,0,0,0,0,0,Clear,15,109.92,0.136,2.4,99.99,16,1010
2014,9,10,9,0,0,0,0,0,0,Cirrus,16,99.57,0.136,2.5,100,16,1010
2014,9,10,10,10,13,11,10,13,11,Probably Clear,16,88.65,0.136,2.6,100,16,1010
2014,9,10,11,40,387.7307692,40,68,413,157,Fog,16,77.55,0.136,2.6,93.91,17,1010
2014,9,10,12,131,2,132,86,660,349,Fog,15,66.62,0.136,2.4,86.45,18,1010
2014,9,10,13,159,640.6153846,159,94,782,529,Water,15,56.29,0.136,2,78.68,19,1010
2014,9,10,14,303,78,357,103,837,672,Water,14,47.23,0.136,1.8,72.39,20,1010
2014,9,10,15,228,10,236,117,849,763,Water,14,40.47,0.136,1.8,67.37,21,1010
2014,9,10,16,200,6,206,118,861,802,Water,14,37.41,0.136,1.7,63.16,22,1010
2014,9,10,17,190,5,195,115,858,783,Water,14,38.95,0.136,1.6,63.24,22,1010
2014,9,10,18,265,23,282,122,812,700,Water,14,44.62,0.136,1.5,63.37,22,1010
2014,9,10,19,114,760,571,114,760,571,Clear,14,53.05,0.136,1.6,63.57,22,1010
2014,9,10,20,184,235,291,100,673,405,Water,14,63.05,0.136,1.8,68.09,21,1010
2014,9,10,21,78,505,218,78,505,218,Clear,14,73.84,0.136,2,72.81,20,1010
2014,9,10,22,16.6,150.55,30.9,16.6,150.55,30.9,Clear,15,84.95,0.136,2,84.32,18,1010
2014,9,10,23,0,0,0,0,0,0,Probably Clear,15,95.99,0.136,1.8,92.45,17,1010
2014,9,11,0,0,0,0,0,0,0,Clear,16,106.62,0.136,1.7,94.24,17,1010
2014,9,11,1,0,0,0,0,0,0,Overlapping,16,116.39,0.136,1.7,95.17,17,1010
2014,9,11,2,0,0,0,0,0,0,Cirrus,16,124.67,0.136,1.6,95.94,17,1010
2014,9,11,3,0,0,0,0,0,0,Water,16,130.6,0.136,1.6,100,16,1010
2014,9,11,4,0,0,0,0,0,0,Probably Clear,16,133.21,0.136,1.7,100,16,1010
2014,9,11,5,0,0,0,0,0,0,Probably Clear,16,131.93,0.136,1.7,100,16,1010
2014,9,11,6,0,0,0,0,0,0,Probably Clear,16,127.05,0.136,1.7,100,16,1010
2014,9,11,7,0,0,0,0,0,0,Probably Clear,16,119.47,0.136,1.7,100,16,1010
2014,9,11,8,0,0,0,0,0,0,Probably Clear,16,110.15,0.136,1.8,100,16,1010
2014,9,11,9,0,0,0,0,0,0,Probably Clear,16,99.77,0.136,2,100,16,1010
2014,9,11,10,10,30,10,10,30,10,Probably Clear,16,88.84,0.136,2.2,100,16,1010
2014,9,11,11,77,130,105,60,435,153,Fog,16,77.74,0.136,2.3,92.22,18,1010
2014,9,11,12,150,271,257,85,635,335,Water,16,66.82,0.136,2.4,85.42,19,1010
2014,9,11,13,237,236,368,103,730,505,Super-Cooled Water,16,56.52,0.136,2.6,78.28,20,1000
2014,9,11,14,299,288,494,115,781,643,Overlapping,16,47.5,0.136,3,73.57,21,1000
2014,9,11,15,312,38,341,143,770,726,Super-Cooled Water,16,40.8,0.136,3.3,70.81,22,1000
2014,9,11,16,382,213,551,150,775,763,Overlapping,16,37.78,0.136,3.6,68.5,23,1000
2014,9,11,17,360,278,575,158,749,738,Cirrus,17,39.34,0.136,3.6,70.24,23,1000
2014,9,11,18,317,294,525,155,713,660,Cirrus,17,45,0.136,3.5,71.72,23,1000
2014,9,11,19,268,179,376,146,649,533,Water,17,53.4,0.136,3.4,72.68,23,1000
2014,9,11,20,189,149,255,120,568,375,Water,17,63.38,0.136,3.2,73.39,23,1000
2014,9,11,21,86,481.3333333,86,87,411,199,Super-Cooled Water,18,74.16,0.136,3,78.85,22,1000
2014,9,11,22,16.6,150.55,30.9,16.6,150.55,30.9,Super-Cooled Water,18,85.26,0.136,2.7,80.39,22,1000
2014,9,11,23,0,0,0,0,0,0,Water,18,96.32,0.136,2.5,87.58,21,1000
2014,9,12,0,0,0,0,0,0,0,Cirrus,19,106.96,0.136,2.3,89.86,21,1000
2014,9,12,1,0,0,0,0,0,0,Probably Clear,19,116.74,0.136,2.1,97.36,20,1000
2014,9,12,2,0,0,0,0,0,0,Clear,19,125.05,0.136,2,96.36,20,1000
2014,9,12,3,0,0,0,0,0,0,Clear,18,130.99,0.136,2.2,95.58,19,1000
2014,9,12,4,0,0,0,0,0,0,Clear,16,133.59,0.136,2.7,91.06,18,1000
2014,9,12,5,0,0,0,0,0,0,Clear,14,132.28,0.136,3,87.7,17,1000
2014,9,12,6,0,0,0,0,0,0,Clear,14,127.35,0.136,3.1,89.83,16,1010
2014,9,12,7,0,0,0,0,0,0,Water,14,119.74,0.136,3.1,88.79,16,1010
2014,9,12,8,0,0,0,0,0,0,Clear,13,110.37,0.136,3.1,93.17,15,1010
2014,9,12,9,0,0,0,0,0,0,Clear,13,99.97,0.136,3.3,90.3,15,1010
2014,9,12,10,0,0,0,0,0,0,Clear,12,89.03,0.136,3.6,85.75,15,1010
2014,9,12,11,46,585,168,46,585,168,Clear,11,77.93,0.136,3.8,78.06,15,1010
2014,9,12,12,64,766,363,64,766,363,Clear,9,67.02,0.136,3.7,66.71,16,1010
2014,9,12,13,76,854,544,76,854,544,Clear,9,56.75,0.136,3.6,60.43,17,1010
2014,9,12,14,84,901,690,84,901,690,Clear,9,47.78,0.136,3.3,56.03,18,1010
2014,9,12,15,89,927,787,89,927,787,Clear,9,41.13,0.136,3,52.69,19,1010
2014,9,12,16,92,935,827,92,935,827,Clear,9,38.16,0.136,2.5,50.01,20,1010
2014,9,12,17,91,930,806,91,930,806,Clear,9,39.74,0.136,2.3,50.47,20,1010
2014,9,12,18,87,908,726,87,908,726,Clear,9,45.37,0.136,2.1,47.59,21,1010
2014,9,12,19,81,863,592,81,863,592,Clear,9,53.76,0.136,2,48.19,21,1010
2014,9,12,20,70,788,419,70,788,419,Clear,9,63.71,0.136,2,52.03,20,1010
2014,9,12,21,54,644,226,54,644,226,Clear,10,74.49,0.136,2,56.27,19,1010
2014,9,12,22,24,307,47,24,307,47,Clear,11,85.59,0.136,2,68.1,17,1010
2014,9,12,23,0,0,0,0,0,0,Clear,11,96.64,0.136,1.9,80.27,15,1010
2014,9,13,0,0,0,0,0,0,0,Clear,12,107.29,0.136,1.8,82.4,15,1010
2014,9,13,1,0,0,0,0,0,0,Clear,12,117.1,0.136,1.7,90.18,14,1010
2014,9,13,2,0,0,0,0,0,0,Clear,12,125.42,0.136,1.7,91.77,14,1010
2014,9,13,3,0,0,0,0,0,0,Clear,12,131.38,0.136,1.9,92.63,14,1010
2014,9,13,4,0,0,0,0,0,0,Clear,12,133.98,0.136,2.2,98.59,13,1010
2014,9,13,5,0,0,0,0,0,0,Clear,12,132.63,0.136,2.5,97.83,13,1010
2014,9,13,6,0,0,0,0,0,0,Probably Clear,12,127.66,0.136,2.6,96.22,13,1010
2014,9,13,7,0,0,0,0,0,0,Super-Cooled Water,12,120,0.136,2.6,94.19,13,1010
2014,9,13,8,0,0,0,0,0,0,Probably Clear,11,110.6,0.136,2.7,92.71,13,1010
2014,9,13,9,0,0,0,0,0,0,Clear,11,100.17,0.136,2.8,91.42,13,1010
2014,9,13,10,0,0,0,0,0,0,Clear,11,89.22,0.136,2.7,85.27,14,1010
2014,9,13,11,52,513,158,52,513,158,Clear,11,78.12,0.136,2.7,80.35,15,1010
2014,9,13,12,74,703,347,74,703,347,Clear,11,67.23,0.136,2.8,69.7,17,1010
2014,9,13,13,239,178,336,89,796,523,Fog,11,56.99,0.136,2.7,64.33,18,1010
2014,9,13,14,299,263,475,98,845,664,Water,11,48.05,0.136,2.7,64.12,18,1010
2014,9,13,15,329,57,372,104,872,757,Super-Cooled Water,11,41.46,0.136,2.7,60.68,19,1010
2014,9,13,16,354,66,406,109,873,792,Super-Cooled Water,11,38.54,0.136,2.7,61,19,1010
2014,9,13,17,365,212,528,110,860,768,Overlapping,11,40.13,0.136,2.7,61.34,19,1010
2014,9,13,18,328,168,446,108,828,685,Super-Cooled Water,11,45.75,0.136,2.3,62.01,19,1010
2014,9,13,19,194,9,200,104,764,551,Cirrus,11,54.11,0.136,1.6,63.51,19,1010
2014,9,13,20,173,51,196,93,659,382,Cirrus,12,64.05,0.136,1.4,69.62,18,1010
2014,9,13,21,23,481.3333333,23,70,489,198,Cirrus,12,74.81,0.136,1.7,76.91,17,1010
2014,9,13,22,16.6,150.55,30.9,16.6,150.55,30.9,Cirrus,13,85.91,0.136,2,86.56,16,1010
2014,9,13,23,0,0,0,0,0,0,Overlapping,14,96.97,0.136,1.8,96.59,15,1010
2014,9,14,0,0,0,0,0,0,0,Overlapping,14,107.63,0.132,1.1,99.19,15,1010
2014,9,14,1,0,0,0,0,0,0,Super-Cooled Water,14,117.45,0.132,0.8,99.79,15,1010
2014,9,14,2,0,0,0,0,0,0,Cirrus,14,125.8,0.132,1.2,100,14,1010
2014,9,14,3,0,0,0,0,0,0,Clear,14,131.77,0.132,1.7,100,14,1010
2014,9,14,4,0,0,0,0,0,0,Clear,14,134.36,0.132,2.1,100,14,1010
2014,9,14,5,0,0,0,0,0,0,Clear,14,132.99,0.132,2.5,100,14,1010
2014,9,14,6,0,0,0,0,0,0,Clear,14,127.97,0.132,2.8,100,14,1010
2014,9,14,7,0,0,0,0,0,0,Clear,13,120.26,0.132,3,100,13,1010
2014,9,14,8,0,0,0,0,0,0,Clear,11,110.82,0.132,3.4,100,12,1010
2014,9,14,9,0,0,0,0,0,0,Clear,11,100.38,0.132,3.8,100,11,1010
2014,9,14,10,0,0,0,0,0,0,Clear,11,89.41,0.132,4.2,100,11,1010
2014,9,14,11,46,596,167,46,596,167,Clear,10,78.31,0.132,4.3,97.32,11,1010
2014,9,14,12,66,782,366,66,782,366,Clear,9,67.44,0.132,4.1,92.17,11,1010
2014,9,14,13,77,874,550,77,874,550,Clear,8,57.22,0.132,3.9,74.45,13,1010
2014,9,14,14,83,925,699,83,925,699,Clear,7,48.33,0.132,3.5,64.06,14,1010
2014,9,14,15,88,951,797,88,951,797,Clear,6,41.79,0.132,3,53.69,16,1010
2014,9,14,16,89,961,837,89,961,837,Clear,6,38.91,0.132,2.5,48.83,17,1010
2014,9,14,17,88,955,814,88,955,814,Clear,5,40.52,0.132,2,44.62,18,1010
2014,9,14,18,84,934,731,84,934,731,Clear,5,46.13,0.132,1.7,41.68,19,1010
2014,9,14,19,77,891,596,77,891,596,Probably Clear,6,54.47,0.132,1.3,43.22,19,1010
2014,9,14,20,96,629,368,68,812,420,Overlapping,7,64.39,0.132,1.1,48.81,18,1010
2014,9,14,21,62,507,193,53,660,222,Overlapping,7,75.14,0.132,1.2,53.29,17,1010
2014,9,14,22,16.6,150.55,30.9,16.6,150.55,30.9,Overlapping,7,86.23,0.132,1.5,58.54,16,1010
2014,9,14,23,0,0,0,0,0,0,Cirrus,7,97.3,0.132,1.6,65.7,14,1010
2014,9,15,0,0,0,0,0,0,0,Cirrus,8,107.97,0.132,1.5,67.98,14,1010
2014,9,15,1,0,0,0,0,0,0,Cirrus,8,117.81,0.132,1.4,73.93,13,1010
2014,9,15,2,0,0,0,0,0,0,Cirrus,8,126.18,0.132,1.2,79.86,12,1010
2014,9,15,3,0,0,0,0,0,0,Clear,8,132.17,0.132,1,80.35,12,1010
2014,9,15,4,0,0,0,0,0,0,Clear,8,134.75,0.132,0.8,80.58,12,1010
2014,9,15,5,0,0,0,0,0,0,Probably Clear,8,133.34,0.132,0.9,86.65,11,1010
2014,9,15,6,0,0,0,0,0,0,Clear,9,128.27,0.132,1.2,87.5,11,1010
2014,9,15,7,0,0,0,0,0,0,Clear,9,120.52,0.132,1.4,87.93,11,1010
2014,9,15,8,0,0,0,0,0,0,Clear,9,111.05,0.132,1.5,93.74,10,1010
2014,9,15,9,0,0,0,0,0,0,Clear,8,100.58,0.132,1.6,93.06,10,1010
2014,9,15,10,0,0,0,0,0,0,Clear,8,89.6,0.132,1.6,92.81,10,1010
2014,9,15,11,50,535,156,50,535,156,Clear,9,78.51,0.132,1.4,82.14,12,1010
2014,9,15,12,71,735,351,71,735,351,Clear,8,67.64,0.132,1.3,70.89,14,1010
2014,9,15,13,84,830,531,84,830,531,Clear,7,57.46,0.132,1.4,62.51,15,1010
2014,9,15,14,94,879,676,94,879,676,Clear,6,48.61,0.132,1.2,55.12,16,1010
2014,9,15,15,161.8571429,656.4615385,613.0357143,108.8571429,864.1428571,745.3571429,Clear,6,42.13,0.132,1,49.81,17,1010
2014,9,15,16,341,351,612,96,923,811,Fog,6,39.3,0.132,0.7,45.98,18,1010
2014,9,15,17,362,191,507,96,915,787,Water,6,40.92,0.132,0.4,43.33,19,1010
2014,9,15,18,281,387,548,93,887,704,Fog,6,46.51,0.132,0.3,44.81,19,1010
2014,9,15,19,87,838,570,87,838,570,Clear,6,54.82,0.132,0.4,45.42,19,1010
2014,9,15,20,75,755,397,75,755,397,Clear,7,64.72,0.132,0.7,50.01,18,1010
2014,9,15,21,56,595,206,56,595,206,Clear,7,75.46,0.132,1.2,54.8,17,1010
2014,9,15,22,20,221,34,20,221,34,Clear,8,86.55,0.132,1.7,61.37,16,1010
2014,9,15,23,0,0,0,0,0,0,Clear,8,97.62,0.132,2,69.76,14,1010
2014,9,16,0,0,0,0,0,0,0,Probably Clear,9,108.31,0.132,2.3,72.33,14,1010
2014,9,16,1,0,0,0,0,0,0,Probably Clear,9,118.17,0.132,2.4,80.32,13,1010
2014,9,16,2,0,0,0,0,0,0,Super-Cooled Water,10,126.56,0.132,2.2,82.41,13,1010
2014,9,16,3,0,0,0,0,0,0,Cirrus,10,132.56,0.132,2.2,83.8,13,1010
2014,9,16,4,0,0,0,0,0,0,Probably Clear,10,135.14,0.132,2.2,84.68,13,1010
2014,9,16,5,0,0,0,0,0,0,Super-Cooled Water,10,133.7,0.132,2.1,84.91,13,1010
2014,9,16,6,0,0,0,0,0,0,Overlapping,10,128.58,0.132,2,90.6,12,1010
2014,9,16,7,0,0,0,0,0,0,Cirrus,10,120.78,0.132,1.9,90.38,12,1010
2014,9,16,8,0,0,0,0,0,0,Overlapping,10,111.27,0.132,1.8,90.16,12,1010
2014,9,16,9,0,0,0,0,0,0,Overlapping,10,100.78,0.132,1.7,89.82,12,1010
2014,9,16,10,0,0,0,0,0,0,Overlapping,10,89.8,0.132,1.4,83.62,13,1010
2014,9,16,11,68,16,71,59,419,141,Super-Cooled Water,10,78.7,0.132,1.2,79.83,14,1010
2014,9,16,12,139,25,148,91,622,326,Super-Cooled Water,10,67.85,0.132,1,68.28,16,1010
2014,9,16,13,91,640.6153846,91,115,714,497,Super-Cooled Water,9,57.69,0.132,0.7,61.69,17,1010
2014,9,16,14,304,182,424,136,761,636,Super-Cooled Water,9,48.89,0.132,0.5,57.18,18,1010
2014,9,16,15,346,241,524,130,823,738,Super-Cooled Water,9,42.46,0.132,0.3,53.77,19,1010
2014,9,16,16,186.9285714,620.8148148,650.0714286,109.7857143,877.4642857,784.0714286,Super-Cooled Water,9,39.68,0.132,0.3,49.71,20,1010
2014,9,16,17,220,9,227,146,803,750,Super-Cooled Water,9,41.31,0.132,0.5,50.58,20,1000
2014,9,16,18,149,560.8148148,149,180,695,655,Super-Cooled Water,10,46.89,0.132,0.6,55.95,19,1000
2014,9,16,19,73,582.9615385,73,174,610,522,Super-Cooled Water,10,55.18,0.132,0.8,58.05,19,1000
2014,9,16,20,85,494,85,140,519,359,Super-Cooled Water,11,65.06,0.132,0.9,63.94,18,1000
2014,9,16,21,25,481.3333333,25,102,293,174,Super-Cooled Water,11,75.79,0.132,1.1,71.51,17,1000
2014,9,16,22,16.6,150.55,30.9,16.6,150.55,30.9,Super-Cooled Water,12,86.88,0.132,1.2,79.96,16,1010
2014,9,16,23,0,0,0,0,0,0,Super-Cooled Water,12,97.95,0.132,1.5,86.01,15,1010
2014,9,17,0,0,0,0,0,0,0,Super-Cooled Water,12,108.65,0.132,1.9,91.29,14,1010
2014,9,17,1,0,0,0,0,0,0,Water,12,118.53,0.132,2.1,91.29,14,1010
2014,9,17,2,0,0,0,0,0,0,Clear,12,126.94,0.132,2.2,98.33,13,1010
2014,9,17,3,0,0,0,0,0,0,Clear,12,132.96,0.132,2.2,98.28,13,1010
2014,9,17,4,0,0,0,0,0,0,Clear,12,135.53,0.132,2.1,97.12,13,1010
2014,9,17,5,0,0,0,0,0,0,Clear,11,134.05,0.132,2,100,12,1010
2014,9,17,6,0,0,0,0,0,0,Clear,11,128.88,0.132,1.9,100,12,1010
2014,9,17,7,0,0,0,0,0,0,Clear,11,121.04,0.132,1.8,100,11,1010
2014,9,17,8,0,0,0,0,0,0,Probably Clear,11,111.5,0.132,1.8,100,11,1010
2014,9,17,9,0,0,0,0,0,0,Clear,9,100.98,0.132,1.7,100,10,1010
2014,9,17,10,0,0,0,0,0,0,Probably Clear,11,89.99,0.132,1.4,100,11,1010
2014,9,17,11,48,520,148,48,520,148,Clear,10,78.9,0.132,0.9,87.32,13,1010
2014,9,17,12,70,722,340,70,722,340,Clear,10,68.06,0.132,0.3,75.67,15,1010
2014,9,17,13,83,823,520,83,823,520,Clear,9,57.93,0.132,0.1,59.38,18,1010
2014,9,17,14,91,878,665,91,878,665,Clear,9,49.18,0.132,0.4,52.82,19,1010
2014,9,17,15,94,910,762,94,910,762,Clear,8,42.8,0.132,0.6,47.28,20,1010
2014,9,17,16,95,922,802,95,922,802,Clear,7,40.06,0.132,0.7,45.26,20,1010
2014,9,17,17,93,921,781,93,921,781,Clear,7,41.71,0.132,0.8,40.96,21,1000
2014,9,17,18,317,189,445,87,904,701,Fog,6,47.28,0.132,1,39.99,21,1000
2014,9,17,19,80,861,567,80,861,567,Clear,6,55.54,0.132,1.2,39.32,21,1000
2014,9,17,20,69,779,394,69,779,394,Clear,6,65.4,0.132,1.6,41.6,20,1000
2014,9,17,21,73,481.3333333,73,52,615,199,Fog,7,76.12,0.132,2,46.67,19,1000
2014,9,17,22,17,212,27,17,212,27,Clear,9,87.2,0.132,2.3,59.56,17,1000
2014,9,17,23,0,0,0,0,0,0,Clear,9,98.28,0.132,2.7,68.94,15,1010
2014,9,18,0,0,0,0,0,0,0,Clear,9,108.99,0.132,2.9,69.45,15,1010
2014,9,18,1,0,0,0,0,0,0,Clear,9,118.89,0.132,2.8,75.29,14,1010
2014,9,18,2,0,0,0,0,0,0,Clear,10,127.32,0.132,2.6,82.67,13,1010
2014,9,18,3,0,0,0,0,0,0,Clear,10,133.35,0.132,2.4,83.32,13,1010
2014,9,18,4,0,0,0,0,0,0,Clear,10,135.92,0.132,2.3,88.82,12,1010
2014,9,18,5,0,0,0,0,0,0,Probably Clear,10,134.41,0.132,2.3,88.55,12,1010
2014,9,18,6,0,0,0,0,0,0,Clear,10,129.19,0.132,2.3,94.33,11,1000
2014,9,18,7,0,0,0,0,0,0,Clear,10,121.3,0.132,2.3,94.03,11,1000
2014,9,18,8,0,0,0,0,0,0,Probably Clear,10,111.72,0.132,2.2,93.82,11,1000
2014,9,18,9,0,0,0,0,0,0,Probably Clear,10,101.19,0.132,2.2,93.71,11,1010
2014,9,18,10,0,0,0,0,0,0,Probably Clear,10,90.18,0.132,2.1,93.75,11,1010
2014,9,18,11,50,487,143,50,487,143,Clear,10,79.09,0.132,1.7,82.36,13,1010
2014,9,18,12,75,696,333,75,696,333,Clear,9,68.27,0.132,1.5,67.05,16,1010
2014,9,18,13,88,802,511,88,802,511,Clear,9,58.17,0.132,1.4,56.34,18,1010
2014,9,18,14,96,861,655,96,861,655,Clear,9,49.46,0.132,1.2,52.31,19,1010
2014,9,18,15,91,908,755,91,908,755,Clear,8,43.14,0.132,1.2,48.27,20,1010
2014,9,18,16,93,918,792,93,918,792,Clear,8,40.44,0.132,1.2,45.06,21,1000
2014,9,18,17,93,909,768,93,909,768,Clear,8,42.11,0.132,1.1,45.13,21,1000
2014,9,18,18,96,871,683,96,871,683,Clear,8,47.66,0.132,1.1,45.63,21,1000
2014,9,18,19,211,398,435,97,801,546,Fog,9,55.9,0.132,1,46.65,21,1000
2014,9,18,20,90,684,371,90,684,371,Probably Clear,9,65.75,0.132,1,51.17,20,1010
2014,9,18,21,9,481.3333333,9,72,457,179,Super-Cooled Water,10,76.45,0.132,1,57.47,19,1010
2014,9,18,22,16.6,150.55,30.9,16.6,150.55,30.9,Super-Cooled Water,11,87.53,0.132,1.1,70.49,17,1010
